ScoreAfter10Overs,WicketsLost,RunRate,Last5OversRuns,Venue,PitchType,BattingTeam,DewPresent,FinalScore
77,2,7.7,25,Mumbai,Turning,MI,0,154
101,5,10.1,40,Delhi,Flat,RCB,0,214
107,3,10.7,46,Bangalore,Slow,CSK,0,206
78,4,7.8,24,Bangalore,Slow,SRH,1,137
48,6,4.8,23,Mumbai,Slow,DC,0,73
96,1,9.6,60,Bangalore,Turning,SRH,0,194
65,1,6.5,53,Mumbai,Slow,RCB,1,190
62,2,6.2,31,Kolkata,Turning,RCB,0,121
98,2,9.8,31,Delhi,Slow,SRH,0,154
47,4,4.7,61,Kolkata,Green,CSK,1,137
78,5,7.8,30,Chennai,Slow,SRH,1,135
78,1,7.8,25,Bangalore,Green,SRH,0,132
100,6,10.0,49,Delhi,Flat,MI,0,194
79,2,7.9,51,Delhi,Green,KKR,0,180
72,6,7.2,38,Mumbai,Slow,MI,1,153
63,0,6.3,38,Bangalore,Green,SRH,1,174
76,2,7.6,57,Delhi,Flat,CSK,1,202
86,5,8.6,45,Mumbai,Slow,DC,1,174
77,0,7.7,26,Kolkata,Flat,CSK,1,199
75,3,7.5,42,Kolkata,Flat,CSK,1,186
93,2,9.3,45,Bangalore,Green,SRH,0,186
67,2,6.7,30,Kolkata,Slow,RCB,1,142
56,2,5.6,65,Kolkata,Slow,MI,1,170
85,0,8.5,28,Delhi,Turning,DC,1,174
100,2,10.0,36,Kolkata,Turning,SRH,1,170
66,2,6.6,51,Mumbai,Slow,CSK,0,157
51,1,5.1,31,Chennai,Slow,RCB,0,144
104,3,10.4,27,Delhi,Flat,KKR,1,206
107,3,10.7,51,Chennai,Green,CSK,1,184
71,6,7.1,38,Mumbai,Green,DC,1,134
72,4,7.2,20,Kolkata,Green,KKR,0,108
108,5,10.8,26,Bangalore,Flat,RCB,0,194
92,4,9.2,26,Bangalore,Green,CSK,0,146
106,3,10.6,60,Bangalore,Flat,RCB,0,256
102,2,10.2,56,Mumbai,Green,CSK,1,205
52,5,5.2,24,Kolkata,Slow,CSK,1,95
67,1,6.7,45,Chennai,Flat,MI,0,188
96,2,9.6,61,Mumbai,Flat,RCB,1,261
100,5,10.0,39,Kolkata,Green,RCB,0,180
92,4,9.2,32,Delhi,Slow,KKR,1,156
99,0,9.9,47,Bangalore,Green,KKR,1,200
50,4,5.0,41,Delhi,Green,DC,0,132
108,4,10.8,60,Kolkata,Flat,RCB,1,244
55,6,5.5,50,Bangalore,Green,MI,1,150
76,4,7.6,47,Bangalore,Flat,SRH,0,200
50,4,5.0,26,Kolkata,Slow,KKR,0,106
77,2,7.7,36,Kolkata,Flat,SRH,0,167
104,1,10.4,31,Delhi,Flat,CSK,1,226
83,2,8.3,57,Delhi,Slow,SRH,1,188
68,1,6.8,31,Chennai,Turning,DC,0,131
47,0,4.7,45,Chennai,Flat,MI,1,181
96,6,9.6,62,Kolkata,Slow,RCB,1,206
95,6,9.5,39,Chennai,Green,MI,0,142
59,6,5.9,21,Mumbai,Flat,MI,1,138
63,5,6.3,35,Delhi,Green,CSK,1,132
104,1,10.4,50,Delhi,Flat,CSK,0,246
64,5,6.4,64,Delhi,Slow,KKR,0,177
102,4,10.2,35,Mumbai,Turning,SRH,1,150
87,0,8.7,26,Delhi,Slow,KKR,1,160
107,3,10.7,51,Kolkata,Slow,MI,0,205
47,3,4.7,56,Bangalore,Flat,RCB,1,205
105,0,10.5,51,Kolkata,Turning,KKR,1,198
65,2,6.5,32,Delhi,Turning,KKR,0,134
73,4,7.3,63,Bangalore,Slow,MI,1,199
94,3,9.4,63,Bangalore,Slow,MI,0,207
56,5,5.6,50,Mumbai,Green,MI,0,142
107,0,10.7,46,Delhi,Turning,MI,0,209
51,0,5.1,42,Bangalore,Turning,DC,0,135
109,0,10.9,24,Bangalore,Slow,CSK,0,178
73,3,7.3,36,Bangalore,Turning,CSK,1,160
64,6,6.4,64,Kolkata,Flat,DC,0,193
101,6,10.1,49,Chennai,Flat,SRH,0,204
50,4,5.0,26,Mumbai,Flat,MI,1,132
82,5,8.2,48,Kolkata,Slow,DC,0,146
91,2,9.1,28,Chennai,Green,KKR,1,169
45,1,4.5,50,Bangalore,Turning,SRH,0,129
79,2,7.9,65,Delhi,Turning,DC,0,174
98,6,9.8,34,Mumbai,Slow,KKR,1,175
103,6,10.3,53,Bangalore,Flat,KKR,0,223
46,5,4.6,53,Chennai,Flat,RCB,1,163
66,3,6.6,23,Delhi,Flat,DC,0,160
52,5,5.2,65,Kolkata,Turning,KKR,1,161
83,5,8.3,40,Bangalore,Flat,RCB,0,197
96,3,9.6,61,Mumbai,Slow,DC,1,222
96,6,9.6,32,Bangalore,Flat,CSK,1,179
61,4,6.1,54,Bangalore,Green,CSK,1,158
88,6,8.8,60,Mumbai,Flat,CSK,1,200
83,5,8.3,47,Kolkata,Flat,DC,0,193
92,2,9.2,60,Kolkata,Turning,CSK,0,201
60,3,6.0,39,Kolkata,Flat,KKR,1,161
74,2,7.4,39,Bangalore,Green,DC,1,163
76,0,7.6,40,Kolkata,Green,RCB,1,170
63,5,6.3,47,Delhi,Flat,CSK,0,162
61,3,6.1,33,Delhi,Flat,RCB,1,174
95,6,9.5,36,Kolkata,Slow,DC,1,153
107,5,10.7,46,Mumbai,Green,SRH,0,177
103,1,10.3,65,Kolkata,Flat,DC,0,248
105,0,10.5,30,Kolkata,Turning,CSK,1,171
60,2,6.0,56,Bangalore,Flat,SRH,0,182
92,2,9.2,43,Bangalore,Turning,KKR,0,189
63,1,6.3,57,Delhi,Flat,RCB,1,207
68,6,6.8,51,Chennai,Flat,SRH,1,155
50,3,5.0,50,Kolkata,Turning,SRH,1,147
88,6,8.8,44,Delhi,Green,MI,1,168
102,5,10.2,48,Mumbai,Turning,CSK,1,174
74,3,7.4,41,Kolkata,Flat,DC,1,190
80,5,8.0,25,Mumbai,Flat,SRH,1,160
60,5,6.0,55,Chennai,Green,SRH,0,151
69,6,6.9,50,Kolkata,Flat,CSK,0,182
47,2,4.7,33,Mumbai,Slow,CSK,1,127
50,3,5.0,21,Bangalore,Slow,MI,1,104
85,3,8.5,36,Chennai,Flat,CSK,0,174
63,1,6.3,36,Chennai,Green,RCB,1,161
66,0,6.6,59,Bangalore,Green,CSK,0,182
94,0,9.4,40,Mumbai,Slow,RCB,1,206
60,0,6.0,32,Mumbai,Green,KKR,1,167
59,2,5.9,23,Bangalore,Slow,SRH,1,117
106,0,10.6,46,Mumbai,Flat,RCB,0,240
61,2,6.1,56,Delhi,Slow,CSK,0,177
63,2,6.3,54,Mumbai,Green,SRH,1,182
102,0,10.2,20,Delhi,Turning,DC,0,147
52,3,5.2,37,Kolkata,Turning,DC,1,116
72,4,7.2,52,Bangalore,Flat,MI,0,190
56,3,5.6,64,Chennai,Green,DC,1,174
100,1,10.0,59,Kolkata,Turning,DC,1,213
78,6,7.8,65,Delhi,Turning,MI,1,166
71,3,7.1,58,Bangalore,Flat,DC,0,207
45,4,4.5,50,Chennai,Flat,DC,0,149
107,6,10.7,45,Kolkata,Flat,DC,0,199
48,6,4.8,62,Delhi,Flat,RCB,1,189
90,3,9.0,31,Chennai,Flat,KKR,1,201
69,3,6.9,20,Mumbai,Flat,RCB,1,156
56,6,5.6,59,Bangalore,Green,MI,1,167
91,0,9.1,37,Delhi,Green,CSK,0,190
95,0,9.5,37,Kolkata,Slow,MI,0,198
67,0,6.7,57,Mumbai,Flat,MI,1,238
74,4,7.4,37,Mumbai,Flat,DC,1,181
103,0,10.3,47,Chennai,Turning,KKR,1,196
60,5,6.0,53,Delhi,Slow,RCB,0,167
73,0,7.3,37,Delhi,Slow,RCB,0,173
69,2,6.9,25,Kolkata,Flat,DC,0,164
99,0,9.9,35,Mumbai,Green,RCB,1,189
57,0,5.7,50,Delhi,Flat,SRH,1,206
77,1,7.7,26,Delhi,Green,RCB,0,166
87,4,8.7,35,Chennai,Slow,CSK,1,158
60,0,6.0,23,Chennai,Slow,RCB,0,151
61,0,6.1,48,Chennai,Turning,SRH,1,145
58,5,5.8,23,Kolkata,Flat,RCB,1,139
57,4,5.7,46,Mumbai,Flat,KKR,1,172
99,4,9.9,59,Chennai,Turning,DC,0,181
87,4,8.7,32,Chennai,Flat,CSK,0,174
69,4,6.9,28,Kolkata,Turning,RCB,1,130
101,1,10.1,35,Mumbai,Flat,CSK,0,207
100,4,10.0,61,Bangalore,Turning,SRH,0,182
105,2,10.5,58,Bangalore,Turning,RCB,0,219
63,0,6.3,35,Kolkata,Flat,KKR,1,176
70,5,7.0,32,Chennai,Turning,MI,1,130
104,4,10.4,64,Bangalore,Turning,SRH,1,204
87,1,8.7,26,Delhi,Flat,KKR,0,202
45,5,4.5,34,Mumbai,Slow,SRH,0,97
106,5,10.6,41,Delhi,Green,KKR,0,183
45,2,4.5,20,Chennai,Turning,CSK,0,79
82,3,8.2,32,Kolkata,Turning,CSK,0,130
70,2,7.0,31,Mumbai,Turning,DC,0,130
76,1,7.6,32,Chennai,Green,RCB,0,143
62,3,6.2,61,Chennai,Turning,MI,1,164
75,2,7.5,43,Mumbai,Slow,DC,0,153
63,1,6.3,32,Mumbai,Slow,DC,1,145
99,5,9.9,35,Chennai,Green,SRH,1,164
64,2,6.4,35,Chennai,Turning,MI,1,130
55,6,5.5,50,Kolkata,Flat,MI,1,172
110,2,11.0,51,Kolkata,Slow,MI,1,225
92,4,9.2,64,Delhi,Slow,KKR,1,207
96,5,9.6,57,Chennai,Green,MI,0,180
75,3,7.5,33,Bangalore,Slow,KKR,0,167
92,2,9.2,55,Chennai,Green,CSK,1,192
90,1,9.0,57,Chennai,Slow,SRH,1,200
102,3,10.2,47,Delhi,Turning,KKR,1,181
93,0,9.3,31,Delhi,Green,RCB,0,179
55,2,5.5,52,Kolkata,Flat,RCB,0,177
60,0,6.0,43,Chennai,Green,RCB,0,168
87,2,8.7,39,Bangalore,Green,DC,0,182
78,0,7.8,39,Bangalore,Turning,KKR,1,188
46,3,4.6,61,Kolkata,Green,KKR,0,141
71,3,7.1,34,Kolkata,Slow,DC,1,140
55,2,5.5,32,Delhi,Slow,MI,1,139
48,2,4.8,28,Kolkata,Green,RCB,0,121
90,2,9.0,34,Delhi,Slow,DC,1,180
83,2,8.3,57,Chennai,Flat,MI,0,231
87,4,8.7,60,Kolkata,Slow,KKR,0,203
95,0,9.5,54,Delhi,Green,KKR,0,203
102,5,10.2,39,Chennai,Green,CSK,0,145
107,0,10.7,31,Mumbai,Flat,KKR,1,219
74,2,7.4,62,Kolkata,Flat,KKR,0,210
46,1,4.6,40,Delhi,Slow,MI,0,131
98,3,9.8,24,Delhi,Green,MI,0,150
100,6,10.0,65,Delhi,Green,SRH,1,194
70,4,7.0,65,Delhi,Turning,MI,0,160
102,0,10.2,45,Kolkata,Green,SRH,1,216
107,3,10.7,49,Kolkata,Flat,DC,0,214
103,2,10.3,64,Bangalore,Slow,SRH,0,220
76,1,7.6,59,Delhi,Slow,KKR,0,202
57,3,5.7,64,Chennai,Green,MI,1,181
82,5,8.2,24,Mumbai,Slow,KKR,0,130
54,6,5.4,26,Kolkata,Turning,KKR,1,84
77,1,7.7,52,Chennai,Slow,CSK,0,185
104,3,10.4,41,Delhi,Green,KKR,0,167
77,0,7.7,65,Mumbai,Turning,DC,1,203
104,0,10.4,25,Kolkata,Green,DC,1,168
105,6,10.5,37,Mumbai,Green,CSK,0,150
82,0,8.2,54,Delhi,Green,CSK,0,198
79,1,7.9,48,Bangalore,Green,MI,0,198
72,3,7.2,64,Chennai,Flat,KKR,1,210
51,4,5.1,20,Chennai,Slow,MI,0,95
75,1,7.5,25,Chennai,Slow,CSK,0,138
69,5,6.9,62,Chennai,Green,CSK,0,164
66,0,6.6,46,Kolkata,Flat,RCB,1,212
69,4,6.9,33,Kolkata,Slow,KKR,0,127
72,0,7.2,42,Bangalore,Green,CSK,1,182
85,0,8.5,44,Mumbai,Slow,MI,0,201
80,5,8.0,59,Bangalore,Flat,CSK,0,200
83,6,8.3,58,Delhi,Flat,DC,0,184
57,4,5.7,40,Delhi,Green,RCB,0,140
85,6,8.5,62,Delhi,Flat,RCB,0,214
102,3,10.2,52,Mumbai,Flat,MI,0,233
60,2,6.0,35,Delhi,Green,SRH,0,118
62,2,6.2,51,Bangalore,Green,MI,1,162
49,1,4.9,58,Delhi,Turning,MI,1,158
50,4,5.0,46,Bangalore,Flat,MI,1,166
76,1,7.6,54,Chennai,Green,DC,0,179
93,4,9.3,40,Mumbai,Slow,DC,0,154
107,0,10.7,32,Chennai,Green,MI,0,177
67,4,6.7,55,Mumbai,Green,SRH,0,153
104,2,10.4,30,Mumbai,Green,KKR,0,180
76,2,7.6,38,Kolkata,Slow,DC,0,149
106,0,10.6,43,Delhi,Slow,MI,1,216
99,4,9.9,59,Delhi,Green,KKR,0,204
93,3,9.3,25,Bangalore,Green,SRH,0,144
93,3,9.3,39,Delhi,Turning,KKR,1,156
87,1,8.7,65,Delhi,Green,MI,0,196
46,6,4.6,52,Bangalore,Slow,KKR,1,151
95,5,9.5,43,Delhi,Slow,RCB,0,174
49,0,4.9,44,Kolkata,Green,MI,1,170
77,6,7.7,42,Kolkata,Slow,DC,1,150
52,5,5.2,44,Delhi,Green,MI,1,115
91,5,9.1,65,Chennai,Green,RCB,1,212
63,2,6.3,35,Kolkata,Green,CSK,0,144
56,5,5.6,65,Delhi,Slow,DC,0,156
69,3,6.9,30,Delhi,Turning,DC,1,130
93,4,9.3,39,Delhi,Flat,CSK,1,206
63,2,6.3,33,Delhi,Turning,CSK,0,140
107,0,10.7,26,Chennai,Slow,SRH,1,190
81,5,8.1,47,Mumbai,Green,RCB,0,172
62,1,6.2,51,Mumbai,Flat,KKR,0,188
70,0,7.0,31,Mumbai,Turning,KKR,1,161
58,6,5.8,60,Mumbai,Flat,RCB,0,180
60,2,6.0,24,Bangalore,Flat,SRH,0,152
107,5,10.7,26,Chennai,Flat,RCB,0,193
50,0,5.0,33,Kolkata,Flat,KKR,1,184
107,3,10.7,41,Kolkata,Slow,RCB,1,207
88,2,8.8,35,Bangalore,Slow,KKR,0,170
87,6,8.7,26,Chennai,Slow,DC,1,138
62,0,6.2,58,Chennai,Turning,DC,0,164
102,4,10.2,63,Delhi,Slow,DC,0,189
86,0,8.6,60,Bangalore,Flat,DC,1,249
101,1,10.1,58,Delhi,Slow,DC,0,210
99,3,9.9,62,Chennai,Slow,RCB,0,220
63,6,6.3,53,Kolkata,Flat,MI,1,185
56,2,5.6,63,Kolkata,Slow,MI,1,195
59,3,5.9,62,Kolkata,Green,MI,0,155
56,0,5.6,47,Chennai,Green,RCB,1,177
80,1,8.0,36,Delhi,Flat,DC,0,204
107,0,10.7,64,Bangalore,Green,SRH,0,238
88,3,8.8,65,Delhi,Slow,MI,0,198
59,2,5.9,25,Chennai,Flat,RCB,0,164
59,4,5.9,43,Mumbai,Turning,KKR,0,125
52,4,5.2,54,Mumbai,Slow,KKR,1,163
91,6,9.1,63,Mumbai,Green,CSK,1,169
103,2,10.3,29,Bangalore,Green,KKR,1,171
81,1,8.1,62,Chennai,Turning,RCB,0,190
106,5,10.6,33,Delhi,Turning,DC,1,144
87,1,8.7,65,Mumbai,Green,DC,0,221
67,6,6.7,51,Delhi,Turning,DC,0,116
95,2,9.5,47,Delhi,Turning,KKR,1,174
81,2,8.1,64,Mumbai,Slow,CSK,0,195
51,6,5.1,65,Bangalore,Slow,DC,0,152
62,3,6.2,64,Delhi,Turning,MI,0,158
70,5,7.0,61,Chennai,Turning,DC,0,156
63,3,6.3,47,Mumbai,Flat,CSK,1,184
67,0,6.7,27,Kolkata,Turning,SRH,1,128
96,1,9.6,22,Chennai,Green,KKR,1,157
67,5,6.7,44,Chennai,Slow,DC,1,132
101,2,10.1,20,Chennai,Flat,CSK,0,181
110,1,11.0,21,Kolkata,Slow,RCB,0,195
68,3,6.8,50,Delhi,Turning,SRH,0,136
86,0,8.6,65,Kolkata,Green,KKR,0,209
107,0,10.7,53,Kolkata,Flat,MI,0,240
68,0,6.8,55,Delhi,Turning,CSK,0,164
71,5,7.1,30,Chennai,Turning,CSK,0,99
109,2,10.9,43,Kolkata,Green,KKR,0,187
83,0,8.3,53,Bangalore,Slow,MI,1,219
85,4,8.5,42,Kolkata,Green,DC,0,159
50,1,5.0,22,Mumbai,Green,RCB,0,140
62,4,6.2,55,Mumbai,Turning,RCB,0,165
99,0,9.9,55,Bangalore,Turning,KKR,0,210
103,0,10.3,36,Delhi,Green,SRH,0,175
79,5,7.9,64,Mumbai,Turning,SRH,0,166
64,2,6.4,47,Delhi,Flat,SRH,0,168
79,0,7.9,54,Chennai,Slow,CSK,1,200
56,2,5.6,41,Bangalore,Green,MI,1,137
57,3,5.7,34,Delhi,Flat,CSK,0,154
84,4,8.4,51,Chennai,Turning,DC,1,164
79,4,7.9,26,Chennai,Green,RCB,1,130
89,6,8.9,63,Kolkata,Slow,KKR,0,175
46,5,4.6,52,Mumbai,Green,MI,1,139
79,0,7.9,60,Bangalore,Green,DC,1,213
103,1,10.3,48,Bangalore,Slow,SRH,1,205
99,4,9.9,65,Mumbai,Turning,DC,0,211
84,3,8.4,40,Chennai,Flat,CSK,0,199
56,1,5.6,56,Chennai,Flat,DC,1,195
108,6,10.8,20,Delhi,Green,KKR,1,147
60,3,6.0,20,Kolkata,Green,DC,0,113
99,5,9.9,54,Bangalore,Green,DC,0,187
102,1,10.2,63,Kolkata,Green,MI,0,218
62,4,6.2,42,Chennai,Slow,KKR,1,132
92,0,9.2,41,Mumbai,Flat,RCB,1,233
82,2,8.2,33,Chennai,Slow,MI,1,178
110,6,11.0,22,Delhi,Slow,CSK,1,138
103,2,10.3,39,Bangalore,Flat,CSK,1,235
68,3,6.8,42,Chennai,Flat,KKR,1,170
55,4,5.5,52,Mumbai,Slow,CSK,1,136
64,6,6.4,62,Bangalore,Green,KKR,1,158
83,2,8.3,47,Mumbai,Turning,CSK,1,181
101,1,10.1,28,Bangalore,Slow,CSK,1,199
70,0,7.0,32,Bangalore,Flat,MI,1,195
87,0,8.7,30,Mumbai,Slow,DC,1,166
98,3,9.8,55,Delhi,Green,RCB,1,208
94,1,9.4,27,Chennai,Flat,MI,0,190
109,0,10.9,63,Mumbai,Flat,DC,1,265
46,3,4.6,50,Bangalore,Turning,KKR,0,145
99,1,9.9,59,Mumbai,Green,MI,1,231
59,6,5.9,36,Mumbai,Slow,MI,1,134
58,5,5.8,52,Kolkata,Green,MI,0,131
60,1,6.0,45,Chennai,Turning,MI,0,147
47,4,4.7,32,Chennai,Flat,KKR,1,140
84,5,8.4,60,Mumbai,Green,RCB,1,190
52,4,5.2,47,Chennai,Turning,CSK,1,121
80,2,8.0,65,Delhi,Green,RCB,0,192
50,0,5.0,23,Bangalore,Green,RCB,1,133
57,3,5.7,31,Bangalore,Slow,RCB,1,138
59,0,5.9,62,Chennai,Green,RCB,1,199
91,5,9.1,57,Kolkata,Turning,MI,1,170
94,0,9.4,26,Mumbai,Flat,CSK,0,191
102,0,10.2,24,Kolkata,Turning,RCB,1,191
70,4,7.0,29,Chennai,Green,MI,1,132
77,6,7.7,55,Bangalore,Turning,KKR,0,170
100,0,10.0,50,Delhi,Flat,MI,1,252
61,2,6.1,22,Kolkata,Flat,DC,0,153
95,3,9.5,63,Kolkata,Flat,MI,1,247
110,3,11.0,55,Delhi,Slow,SRH,1,202
68,0,6.8,30,Kolkata,Green,SRH,0,157
110,3,11.0,52,Kolkata,Turning,RCB,0,197
79,4,7.9,27,Mumbai,Green,CSK,0,127
50,5,5.0,29,Bangalore,Green,RCB,0,118
76,6,7.6,33,Kolkata,Flat,CSK,1,162
92,2,9.2,25,Kolkata,Turning,DC,0,143
82,2,8.2,23,Chennai,Turning,MI,1,131
77,0,7.7,54,Kolkata,Flat,DC,1,235
77,6,7.7,60,Kolkata,Green,KKR,0,156
79,1,7.9,57,Delhi,Green,KKR,0,198
100,2,10.0,29,Delhi,Flat,KKR,0,198
68,6,6.8,31,Mumbai,Slow,DC,0,124
81,0,8.1,39,Mumbai,Green,KKR,0,164
63,0,6.3,47,Mumbai,Slow,DC,1,164
62,5,6.2,20,Kolkata,Flat,KKR,1,120
59,6,5.9,20,Chennai,Green,MI,0,83
63,5,6.3,58,Chennai,Flat,CSK,1,192
55,1,5.5,28,Delhi,Slow,MI,1,135
106,1,10.6,35,Chennai,Turning,DC,0,161
50,0,5.0,54,Bangalore,Flat,SRH,1,187
45,1,4.5,21,Mumbai,Slow,KKR,0,113
81,1,8.1,63,Delhi,Flat,KKR,0,218
73,0,7.3,38,Bangalore,Flat,SRH,1,188
91,0,9.1,22,Kolkata,Green,MI,1,169
87,4,8.7,31,Delhi,Green,DC,1,151
81,2,8.1,26,Bangalore,Slow,DC,1,171
78,6,7.8,65,Chennai,Flat,MI,0,193
63,3,6.3,48,Delhi,Flat,CSK,1,197
80,1,8.0,25,Bangalore,Green,MI,1,158
85,3,8.5,47,Delhi,Slow,SRH,1,165
76,3,7.6,46,Kolkata,Slow,SRH,1,167
74,3,7.4,25,Kolkata,Slow,SRH,0,137
56,1,5.6,43,Chennai,Green,CSK,1,149
105,1,10.5,27,Chennai,Turning,RCB,0,169
103,1,10.3,55,Delhi,Green,MI,0,200
62,0,6.2,64,Mumbai,Slow,DC,0,199
99,2,9.9,23,Chennai,Flat,KKR,0,171
63,2,6.3,29,Chennai,Green,CSK,0,128
98,1,9.8,31,Delhi,Green,DC,1,176
97,5,9.7,41,Delhi,Flat,RCB,0,189
52,5,5.2,22,Kolkata,Green,SRH,0,72
95,6,9.5,47,Delhi,Turning,SRH,1,165
74,3,7.4,30,Bangalore,Flat,SRH,1,188
61,5,6.1,33,Delhi,Flat,MI,1,144
54,6,5.4,64,Delhi,Slow,RCB,1,172
93,1,9.3,23,Bangalore,Slow,MI,1,165
58,0,5.8,43,Kolkata,Turning,CSK,0,142
65,4,6.5,26,Chennai,Green,SRH,0,118
84,1,8.4,55,Mumbai,Flat,MI,1,219
50,4,5.0,50,Chennai,Flat,RCB,0,182
84,0,8.4,42,Bangalore,Slow,SRH,0,182
95,5,9.5,42,Mumbai,Flat,RCB,1,220
109,0,10.9,52,Mumbai,Flat,SRH,1,252
49,2,4.9,30,Mumbai,Slow,CSK,0,138
74,1,7.4,63,Mumbai,Green,SRH,1,194
61,2,6.1,38,Bangalore,Slow,CSK,1,145
71,4,7.1,58,Chennai,Green,SRH,1,150
46,1,4.6,39,Kolkata,Flat,KKR,0,161
85,1,8.5,38,Mumbai,Flat,RCB,1,212
56,0,5.6,31,Delhi,Turning,KKR,1,148
101,5,10.1,28,Chennai,Slow,CSK,1,166
81,3,8.1,46,Kolkata,Green,KKR,1,171
85,2,8.5,25,Delhi,Slow,RCB,0,164
52,5,5.2,35,Kolkata,Flat,MI,0,135
93,1,9.3,56,Delhi,Flat,MI,1,252
104,5,10.4,25,Bangalore,Slow,KKR,1,152
55,1,5.5,26,Delhi,Slow,MI,1,133
53,2,5.3,41,Kolkata,Slow,MI,1,136
80,3,8.0,22,Kolkata,Green,KKR,0,137
72,2,7.2,56,Chennai,Slow,CSK,1,189
100,3,10.0,33,Chennai,Green,CSK,1,159
77,5,7.7,31,Chennai,Green,CSK,1,126
55,2,5.5,65,Delhi,Slow,SRH,0,176
78,1,7.8,23,Chennai,Slow,RCB,1,148
70,2,7.0,46,Delhi,Slow,SRH,0,176
100,2,10.0,64,Kolkata,Slow,CSK,0,202
63,2,6.3,62,Bangalore,Flat,MI,1,231
63,3,6.3,40,Chennai,Slow,RCB,0,147
61,5,6.1,48,Kolkata,Flat,CSK,0,170
69,3,6.9,64,Kolkata,Green,SRH,1,167
89,1,8.9,32,Kolkata,Flat,RCB,1,193
83,2,8.3,52,Chennai,Slow,DC,1,182
97,2,9.7,42,Kolkata,Slow,SRH,1,174
67,3,6.7,47,Bangalore,Green,SRH,0,155
100,3,10.0,38,Delhi,Turning,DC,0,152
58,0,5.8,61,Chennai,Slow,CSK,1,192
57,5,5.7,48,Kolkata,Flat,DC,1,174
98,1,9.8,34,Delhi,Slow,CSK,0,193
105,0,10.5,42,Delhi,Slow,DC,1,194
92,6,9.2,34,Kolkata,Turning,RCB,1,143
98,5,9.8,35,Chennai,Slow,CSK,0,140
64,6,6.4,43,Kolkata,Turning,RCB,0,143
100,1,10.0,55,Delhi,Green,SRH,1,220
51,6,5.1,56,Delhi,Green,DC,1,140
67,3,6.7,40,Kolkata,Green,KKR,0,131
61,4,6.1,27,Kolkata,Slow,DC,1,131
65,2,6.5,33,Chennai,Flat,CSK,1,152
64,0,6.4,59,Kolkata,Flat,SRH,1,197
61,3,6.1,60,Bangalore,Green,MI,0,165
69,4,6.9,35,Delhi,Turning,DC,0,118
55,1,5.5,60,Chennai,Flat,CSK,1,212
60,0,6.0,29,Bangalore,Turning,MI,0,130
108,6,10.8,43,Mumbai,Slow,CSK,1,190
47,3,4.7,24,Delhi,Flat,MI,1,137
85,5,8.5,48,Mumbai,Green,RCB,0,183
67,5,6.7,56,Kolkata,Flat,CSK,1,180
106,4,10.6,58,Kolkata,Flat,MI,1,250
60,1,6.0,58,Chennai,Flat,SRH,0,185
91,0,9.1,33,Chennai,Turning,MI,0,157
61,2,6.1,37,Delhi,Green,CSK,1,149
82,3,8.2,51,Delhi,Slow,MI,1,175
70,5,7.0,65,Bangalore,Slow,CSK,1,170
71,5,7.1,51,Delhi,Slow,KKR,1,171
85,4,8.5,26,Kolkata,Slow,KKR,0,145
90,2,9.0,60,Chennai,Slow,MI,0,217
110,2,11.0,57,Delhi,Turning,SRH,1,207
48,0,4.8,31,Bangalore,Slow,MI,1,140
54,1,5.4,62,Bangalore,Turning,MI,1,167
46,2,4.6,64,Chennai,Turning,MI,1,161
86,1,8.6,55,Chennai,Slow,RCB,0,204
72,0,7.2,55,Bangalore,Flat,SRH,1,228
100,2,10.0,40,Mumbai,Green,CSK,1,188
50,2,5.0,46,Chennai,Flat,KKR,0,171
86,4,8.6,44,Mumbai,Flat,RCB,0,207
45,3,4.5,38,Mumbai,Slow,CSK,0,119
47,0,4.7,50,Chennai,Slow,DC,1,150
85,6,8.5,42,Delhi,Flat,SRH,1,177
51,3,5.1,39,Delhi,Slow,DC,0,139
92,4,9.2,26,Chennai,Green,CSK,0,127
58,2,5.8,64,Delhi,Green,MI,0,165
92,6,9.2,54,Chennai,Flat,RCB,0,190
51,2,5.1,24,Bangalore,Turning,DC,1,107
66,1,6.6,57,Delhi,Flat,MI,1,226
63,6,6.3,57,Delhi,Slow,DC,0,146
75,4,7.5,50,Delhi,Turning,RCB,1,158
56,2,5.6,38,Chennai,Turning,SRH,0,129
71,5,7.1,24,Chennai,Slow,CSK,0,98
72,3,7.2,44,Mumbai,Slow,CSK,1,155
110,6,11.0,40,Bangalore,Slow,DC,0,187
109,0,10.9,28,Mumbai,Turning,KKR,1,203
110,1,11.0,45,Mumbai,Flat,RCB,1,240
84,6,8.4,56,Chennai,Green,KKR,0,168
59,1,5.9,21,Delhi,Green,RCB,0,130
102,2,10.2,36,Chennai,Flat,RCB,1,209
64,3,6.4,52,Delhi,Turning,CSK,1,147
92,0,9.2,23,Delhi,Slow,MI,1,168
96,1,9.6,58,Bangalore,Slow,SRH,1,206
51,5,5.1,35,Chennai,Green,CSK,0,116
49,4,4.9,37,Mumbai,Flat,SRH,0,137
73,4,7.3,64,Delhi,Slow,KKR,0,172
79,3,7.9,33,Mumbai,Green,RCB,1,168
81,5,8.1,20,Chennai,Green,SRH,1,124
84,6,8.4,64,Mumbai,Green,RCB,0,174
68,2,6.8,49,Mumbai,Flat,DC,1,194
87,0,8.7,31,Bangalore,Flat,MI,0,211
90,3,9.0,57,Chennai,Slow,MI,1,185
50,6,5.0,21,Kolkata,Turning,MI,0,89
